,id,age,income,children,gender_FEMALE,gender_MALE,region_INNER_CITY,region_RURAL,region_SUBURBAN,region_TOWN,married_NO,married_YES,car_NO,car_YES,savings_acct_NO,savings_acct_YES,current_acct_NO,current_acct_YES,mortgage_NO,mortgage_YES,pep_NO,pep_YES
449,ID12550,0.40816326530612246,0.4998149387370649,0.0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1
450,ID12551,0.4897959183673469,0.41166692964695195,1.0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0
451,ID12552,0.5102040816326531,0.5768781997488123,0.0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0
452,ID12553,0.8367346938775511,0.3790854790316383,0.0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1
453,ID12554,0.8367346938775511,0.7961693437027292,0.0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0
454,ID12555,0.12244897959183673,0.19509277066908898,0.0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0
455,ID12556,0.1836734693877551,0.117905619272113,0.0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
456,ID12557,0.2857142857142857,0.1420160647974246,0.0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
457,ID12558,0.9591836734693877,0.9728903747322806,0.0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
458,ID12559,0.0,0.14945981210990664,0.3333333333333333,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0
459,ID12560,0.9795918367346939,0.7218282297664202,0.3333333333333333,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1
460,ID12561,0.46938775510204084,0.31766509985479013,0.0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1
461,ID12562,0.9387755102040817,0.33622284714214995,0.0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0
462,ID12563,0.10204081632653061,0.22430681178589884,0.0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1
463,ID12564,0.22448979591836735,0.17591385075579158,0.6666666666666666,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0
464,ID12565,0.20408163265306123,0.267410341646665,0.0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1
465,ID12566,0.7959183673469388,0.40277263240741906,0.6666666666666666,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
466,ID12567,0.40816326530612246,0.2901493894354883,0.0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0
467,ID12568,0.32653061224489793,0.13414558393582204,1.0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1
468,ID12569,0.5102040816326531,0.17370791361880544,0.0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1
469,ID12570,0.9183673469387755,0.5575151649574669,1.0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0
470,ID12571,0.8979591836734694,0.6281825848317905,0.0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
471,ID12572,0.673469387755102,0.3503102163625129,0.0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
472,ID12573,0.8775510204081632,0.2774729940468949,0.6666666666666666,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0
473,ID12574,0.46938775510204084,0.3913454650698802,0.0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1
474,ID12575,0.2653061224489796,0.30394251899093344,0.3333333333333333,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1
475,ID12576,0.30612244897959184,0.12327592333181166,0.6666666666666666,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
476,ID12577,0.5102040816326531,0.3629384321568508,0.3333333333333333,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1
477,ID12578,0.4489795918367347,0.3854950857674209,0.0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
478,ID12579,0.5918367346938775,0.31528365133873026,0.6666666666666666,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
479,ID12580,0.5714285714285714,0.6604267782873152,0.3333333333333333,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1
480,ID12581,0.24489795918367346,0.11222386854954816,0.6666666666666666,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0
481,ID12582,0.5918367346938775,0.6821609373959514,0.6666666666666666,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
482,ID12583,0.5306122448979592,0.4774647691018756,0.0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0
483,ID12584,0.10204081632653061,0.1959806517632269,0.0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0
484,ID12585,0.20408163265306123,0.2782455882547785,0.3333333333333333,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1
485,ID12586,0.9387755102040817,0.7726473775072532,0.0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
486,ID12587,0.3469387755102041,0.2858011810539252,0.0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0
487,ID12588,0.02040816326530612,0.19980232600756873,0.3333333333333333,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1
488,ID12589,0.1836734693877551,0.15486797156509177,1.0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0
489,ID12590,0.1836734693877551,0.26490328204558167,0.6666666666666666,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1
490,ID12591,0.8163265306122449,0.458688492940571,0.3333333333333333,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1
491,ID12592,0.5714285714285714,0.20880674803397145,0.3333333333333333,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1
492,ID12593,0.8775510204081632,0.3913230959725473,0.0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1
493,ID12594,0.8367346938775511,0.6183453441046847,0.0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
494,ID12595,0.5918367346938775,0.6664096514739772,1.0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0
495,ID12596,0.5306122448979592,0.5754999192131447,0.0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1
496,ID12597,0.6530612244897959,0.6187411050574981,0.6666666666666666,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1
497,ID12598,0.9387755102040817,0.7153583985378182,0.0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
498,ID12599,0.673469387755102,0.6673801261582676,0.0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0
499,ID12600,0.5714285714285714,0.23914268541701764,0.0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1
500,ID12601,0.42857142857142855,0.3914865624530572,1.0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0
501,ID12602,0.8163265306122449,0.48167704219964635,0.3333333333333333,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1
502,ID12603,0.2857142857142857,0.3666998819083731,0.0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0
503,ID12604,0.08163265306122448,0.17712866481094933,0.0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0
504,ID12605,0.9183673469387755,0.9427953353205122,0.3333333333333333,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1
505,ID12606,0.3469387755102041,0.40684380812201276,0.0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0
506,ID12607,0.8367346938775511,0.31249267627149824,0.0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1
507,ID12608,0.08163265306122448,0.113242522828094,0.0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1
508,ID12609,0.8571428571428571,0.7811235446966398,0.6666666666666666,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
509,ID12610,0.10204081632653061,0.10670214290790349,0.6666666666666666,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1
510,ID12611,0.22448979591836735,0.14305192607391887,0.0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0
511,ID12612,0.5306122448979592,0.19056044740947786,1.0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
512,ID12613,0.9183673469387755,0.6698476096640695,0.0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
513,ID12614,0.14285714285714285,0.1633131661581712,1.0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0
514,ID12615,0.3877551020408163,0.4968037140960932,0.0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1
515,ID12616,0.6122448979591837,0.20043210213248047,0.3333333333333333,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1
516,ID12617,0.3469387755102041,0.26237901544654996,0.0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1
517,ID12618,0.673469387755102,0.4921406176520742,0.3333333333333333,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
518,ID12619,0.1836734693877551,0.29239662336755057,1.0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0
519,ID12620,0.7755102040816326,0.41239822705975937,1.0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
520,ID12621,0.40816326530612246,0.12302470116176488,0.6666666666666666,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1
521,ID12622,0.3673469387755102,0.2105016373318898,0.6666666666666666,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0
522,ID12623,0.1836734693877551,0.13196717799555338,1.0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0
523,ID12624,0.32653061224489793,0.1940397023946463,0.0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0
524,ID12625,0.5306122448979592,0.23561697153738848,0.0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
525,ID12626,0.5102040816326531,0.24627842746622314,0.3333333333333333,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1
526,ID12627,0.2857142857142857,0.16342501164483586,0.6666666666666666,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0
527,ID12628,0.061224489795918366,0.09735358092253255,0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0
528,ID12629,0.24489795918367346,0.3581858593235,0.6666666666666666,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0
529,ID12630,0.7551020408163265,0.6622163060739499,0.3333333333333333,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0
530,ID12631,0.9387755102040817,0.9319463231140399,0.3333333333333333,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1
531,ID12632,0.3673469387755102,0.38937182240519763,0.3333333333333333,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1
532,ID12633,0.8367346938775511,0.43109190963091165,0.3333333333333333,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
533,ID12634,0.8571428571428571,0.42501611865532823,0.0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1
534,ID12635,0.1836734693877551,0.15376500299659868,0.3333333333333333,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0
535,ID12636,0.22448979591836735,0.08703970635225582,0.0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0
536,ID12637,0.7142857142857143,0.5650156953631786,0.3333333333333333,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
537,ID12638,0.8775510204081632,0.8975546963145536,0.6666666666666666,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1
538,ID12639,0.5102040816326531,0.5810767072482242,0.0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
539,ID12640,0.02040816326530612,0.08909078050770623,0.0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1
540,ID12641,0.6122448979591837,0.28920128384853094,0.3333333333333333,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1
541,ID12642,0.42857142857142855,0.5570729451101928,0.6666666666666666,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1
542,ID12643,0.2857142857142857,0.1654227441066462,0.6666666666666666,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
543,ID12644,0.9183673469387755,0.752914392260017,0.3333333333333333,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
544,ID12645,0.5714285714285714,0.2767227689363443,0.3333333333333333,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1
545,ID12646,0.4489795918367347,0.5375929027327983,0.0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1
546,ID12647,0.1836734693877551,0.1766744000651113,0.0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1
547,ID12648,0.08163265306122448,0.07403775456247852,0.6666666666666666,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0
548,ID12649,0.4897959183673469,0.27052824967491684,0.3333333333333333,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1
549,ID12650,0.8163265306122449,0.8198840282752273,0.3333333333333333,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
550,ID12651,0.10204081632653061,0.051723891692960385,0.3333333333333333,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0
551,ID12652,0.8163265306122449,0.468567030462753,1.0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
552,ID12653,0.5510204081632653,0.6210520048819694,0.6666666666666666,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
553,ID12654,0.6326530612244898,0.5909586861699959,0.0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0
554,ID12655,1.0,0.5348225760631043,1.0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
555,ID12656,0.04081632653061224,0.04662614648076456,0.6666666666666666,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0
556,ID12657,0.5102040816326531,0.23318218132768853,0.3333333333333333,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
557,ID12658,0.46938775510204084,0.34618225755468945,0.0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0
558,ID12659,0.40816326530612246,0.45213778882161143,0.0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0
559,ID12660,1.0,0.34145893661785104,0.0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1
560,ID12661,0.4489795918367347,0.19589461677348485,0.3333333333333333,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
561,ID12662,0.14285714285714285,0.3144353463398737,0.0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1
562,ID12663,0.7959183673469388,0.7895153975960791,0.0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0
563,ID12664,0.2857142857142857,0.2999573782660818,0.3333333333333333,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1
564,ID12665,0.5306122448979592,0.31106621614157504,0.0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1
565,ID12666,0.24489795918367346,0.34161724099897633,0.0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0
566,ID12667,0.5102040816326531,0.29631293610060866,0.0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
567,ID12668,0.02040816326530612,0.21262498087872353,0.6666666666666666,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
568,ID12669,0.3877551020408163,0.4226002561433715,0.0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0
569,ID12670,0.6326530612244898,0.22248631140295713,0.3333333333333333,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1
570,ID12671,0.6326530612244898,0.4930026882492895,1.0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0
571,ID12672,0.4489795918367347,0.5360322280188774,0.0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0
572,ID12673,0.30612244897959184,0.39057631226158634,0.6666666666666666,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1
573,ID12674,0.42857142857142855,0.29916929776004464,0.6666666666666666,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0
574,ID12675,0.5102040816326531,0.40360200970853244,0.0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
575,ID12676,0.3877551020408163,0.4383274522682179,0.0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
576,ID12677,0.12244897959183673,0.24341174160801804,0.3333333333333333,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
577,ID12678,0.8979591836734694,0.6939288032928688,0.0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1
578,ID12679,0.0,0.022024957373964333,0.0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0
579,ID12680,0.5918367346938775,0.34609278116535774,0.0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0
580,ID12681,0.9183673469387755,0.8064075074820329,0.6666666666666666,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
581,ID12682,0.04081632653061224,0.13130126717494991,0.6666666666666666,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0
582,ID12683,0.5714285714285714,0.2920060245141217,1.0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0
583,ID12684,0.5918367346938775,0.41432541082998126,0.6666666666666666,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0
584,ID12685,0.30612244897959184,0.3185736293464662,0.3333333333333333,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1
585,ID12686,0.04081632653061224,0.07747794966230406,1.0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0
586,ID12687,0.04081632653061224,0.22972529543985307,0.3333333333333333,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1
587,ID12688,0.5102040816326531,0.4518487112560782,0.3333333333333333,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1
588,ID12689,0.8163265306122449,0.7684540321072257,0.0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0
589,ID12690,0.22448979591836735,0.1309313167190591,0.3333333333333333,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0
590,ID12691,0.14285714285714285,0.32356710015109463,0.0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0
591,ID12692,0.4489795918367347,0.45529183154555497,0.6666666666666666,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1
592,ID12693,0.6122448979591837,0.2624719332354714,0.0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0
593,ID12694,0.9591836734693877,0.7984527123304831,0.6666666666666666,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1
594,ID12695,0.8367346938775511,0.44665219787565846,1.0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0
595,ID12696,0.8775510204081632,0.722879577341068,0.6666666666666666,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0
596,ID12697,0.24489795918367346,0.08015088472361001,0.0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
597,ID12698,0.2653061224489796,0.18862466014028179,0.0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1
598,ID12699,0.22448979591836735,0.1668664112345178,0.0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0
599,ID12700,0.40816326530612246,0.3726586652979073,0.0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1
